Year,Units,Пол,Регионы,Местность,Образование,Брачное состояние,гражданство,Value
2014,на 1000 родившихся,,,городское население,среднее общее,,,21.6021602160216
2015,на 1000 родившихся,,,городское население,среднее общее,,,21.221864951768488
2016,на 1000 родившихся,,,городское население,среднее общее,,,23.760330578512395
2017,на 1000 родившихся,,,городское население,среднее общее,,,25.117647058823533
2018,на 1000 родившихся,,,городское население,среднее общее,,,25.59
2010,на 1000 родившихся,,,городское население,неполное среднее,,,1.2418503570319777
2011,на 1000 родившихся,,,городское население,неполное среднее,,,2.4654832347140037
2012,на 1000 родившихся,,,городское население,неполное среднее,,,1.2893982808022924
2013,на 1000 родившихся,,,городское население,неполное среднее,,,1.2113617376775272
2014,на 1000 родившихся,,,городское население,неполное среднее,,,1.26012601260126
2015,на 1000 родившихся,,,городское население,неполное среднее,,,1.6077170418006432
2016,на 1000 родившихся,,,городское население,неполное среднее,,,0.8264462809917356
2017,на 1000 родившихся,,,городское население,неполное среднее,,,0.9411764705882352
2018,на 1000 родившихся,,,городское население,неполное среднее,,,0.87
2010,на 1000 родившихся,,,городское население,начальное и ниже,,,5.2778640173859035
2011,на 1000 родившихся,,,городское население,начальное и ниже,,,2.4654832347140037
2012,на 1000 родившихся,,,городское население,начальное и ниже,,,4.871060171919772
2013,на 1000 родившихся,,,городское население,начальное и ниже,,,3.7593984962406015
2014,на 1000 родившихся,,,городское население,начальное и ниже,,,2.2952295229522948
2015,на 1000 родившихся,,,городское население,начальное и ниже,,,4.0422599908130445
2016,на 1000 родившихся,,,городское население,начальное и ниже,,,3.9256198347107434
2017,на 1000 родившихся,,,городское население,начальное и ниже,,,3.0588235294117654
2018,на 1000 родившихся,,,городское население,начальное и ниже,,,1.91
2010,на 1000 родившихся,,,городское население,не указавшие,,,12.542688606022976
2011,на 1000 родившихся,,,городское население,не указавшие,,,10.092044707429324
2012,на 1000 родившихся,,,городское население,не указавшие,,,23.459885386819487
2013,на 1000 родившихся,,,городское население,не указавшие,,,43.81787802840433
2014,на 1000 родившихся,,,городское население,не указавшие,,,48.424842484248416
2015,на 1000 родившихся,,,городское население,не указавшие,,,50.16077170418006
2016,на 1000 родившихся,,,городское население,не указавшие,,,46.59090909090909
2017,на 1000 родившихся,,,городское население,не указавшие,,,49.70588235294117
2018,на 1000 родившихся,,,городское население,не указавшие,,,47.0
2010,на 1000 родившихся,,,сельское население,,,,100.0
2011,на 1000 родившихся,,,сельское население,,,,100.0
2012,на 1000 родившихся,,,сельское население,,,,100.0
2013,на 1000 родившихся,,,сельское население,,,,100.0
2014,на 1000 родившихся,,,сельское население,,,,100.0
2015,на 1000 родившихся,,,сельское население,,,,100.0
2016,на 1000 родившихся,,,сельское население,,,,100.0
2017,на 1000 родившихся,,,сельское население,,,,100.0
2018,на 1000 родившихся,,,сельское население,,,,100.0
2010,на 1000 родившихся,,,сельское население,высшее,,,9.555477773888695
2011,на 1000 родившихся,,,сельское население,высшее,,,10.982428115015974
2012,на 1000 родившихся,,,сельское население,высшее,,,7.627118644067798
2013,на 1000 родившихся,,,сельское население,высшее,,,4.336989032901297
2014,на 1000 родившихся,,,сельское население,высшее,,,6.172106824925816
2015,на 1000 родившихся,,,сельское население,высшее,,,4.447268106734434
2016,на 1000 родившихся,,,сельское население,высшее,,,5.126498002663117
2017,на 1000 родившихся,,,сельское население,высшее,,,7.239176721078779
2018,на 1000 родившихся,,,сельское население,высшее,,,8.63
2010,на 1000 родившихся,,,сельское население,незаконченное высшее,,,0.9800490024501224
2011,на 1000 родившихся,,,сельское население,незаконченное высшее,,,1.437699680511182
2012,на 1000 родившихся,,,сельское население,незаконченное высшее,,,1.0169491525423728
2013,на 1000 родившихся,,,сельское население,незаконченное высшее,,,1.0468594217347955
2014,на 1000 родившихся,,,сельское население,незаконченное высшее,,,1.7210682492581602
2015,на 1000 родившихся,,,сельское население,незаконченное высшее,,,0.3811944091486658
2016,на 1000 родившихся,,,сельское население,незаконченное высшее,,,0.7989347536617843
2017,на 1000 родившихся,,,сельское население,незаконченное высшее,,,0.92264017033357
2018,на 1000 родившихся,,,сельское население,незаконченное высшее,,,0.89
2010,на 1000 родившихся,,,сельское население,среднее специальное,,,11.305565278263913
2011,на 1000 родившихся,,,сельское население,среднее специальное,,,14.257188498402556
2012,на 1000 родившихся,,,сельское население,среднее специальное,,,11.059322033898306
2013,на 1000 родившихся,,,сельское население,среднее специальное,,,7.627118644067798
2014,на 1000 родившихся,,,сельское население,среднее специальное,,,9.258160237388724
2015,на 1000 родившихся,,,сельское население,среднее специальное,,,7.306226175349427
2016,на 1000 родившихся,,,сельское население,среднее специальное,,,8.85486018641811
2017,на 1000 родившихся,,,сельское население,среднее специальное,,,7.5230660042583395
2018,на 1000 родившихся,,,сельское население,среднее специальное,,,10.42
2010,на 1000 родившихся,,,сельское население,среднее общее,,,60.7280364018201
2011,на 1000 родившихся,,,сельское население,среднее общее,,,58.58626198083067
2012,на 1000 родившихся,,,сельское население,среднее общее,,,49.27966101694915
2013,на 1000 родившихся,,,сельское население,среднее общее,,,29.860418743768697
2014,на 1000 родившихся,,,сельское население,среднее общее,,,28.783382789317514
2015,на 1000 родившихся,,,сельское население,среднее общее,,,23.82465057179161
2016,на 1000 родившихся,,,сельское население,среднее общее,,,25.099866844207725
2017,на 1000 родившихся,,,сельское население,среднее общее,,,25.124201561391054
2018,на 1000 родившихся,,,сельское население,среднее общее,,,22.47
2010,на 1000 родившихся,,,сельское население,неполное среднее,,,1.7500875043752189
2011,на 1000 родившихся,,,сельское население,неполное среднее,,,1.437699680511182
2012,на 1000 родившихся,,,сельское население,неполное среднее,,,1.652542372881356
2013,на 1000 родившихся,,,сельское население,неполное среднее,,,1.794616151545364
2014,на 1000 родившихся,,,сельское население,неполное среднее,,,1.2462908011869436
2015,на 1000 родившихся,,,сельское население,неполное среднее,,,1.397712833545108
2016,на 1000 родившихся,,,сельское население,неполное среднее,,,1.0652463382157125
2017,на 1000 родившихся,,,сельское население,неполное среднее,,,1.4904187366926898
2018,на 1000 родившихся,,,сельское население,неполное среднее,,,1.79
2010,на 1000 родившихся,,,сельское население,начальное и ниже,,,6.790339516975848
2011,на 1000 родившихся,,,сельское население,начальное и ниже,,,4.233226837060703
2012,на 1000 родившихся,,,сельское население,начальное и ниже,,,4.618644067796611
2013,на 1000 родившихся,,,сельское население,начальное и ниже,,,6.979062811565304
2014,на 1000 родившихся,,,сельское население,начальное и ниже,,,1.602373887240356
2015,на 1000 родившихся,,,сельское население,начальное и ниже,,,3.875476493011436
2016,на 1000 родившихся,,,сельское население,начальное и ниже,,,2.5299600532623168
2017,на 1000 родившихся,,,сельское население,начальное и ниже,,,2.55500354861604
2018,на 1000 родившихся,,,сельское население,начальное и ниже,,,1.64
2010,на 1000 родившихся,,,сельское население,не указавшие,,,8.890444522226113
2011,на 1000 родившихся,,,сельское население,не указавшие,,,9.065495207667732
2012,на 1000 родившихся,,,сельское население,не указавшие,,,24.74576271186441
2013,на 1000 родившихся,,,сельское население,не указавшие,,,48.354935194416754
2014,на 1000 родившихся,,,сельское население,не указавшие,,,51.216617210682486
2015,на 1000 родившихся,,,сельское население,не указавшие,,,58.76747141041931
2016,на 1000 родившихся,,,сельское население,не указавшие,,,56.52463382157124
2017,на 1000 родившихся,,,сельское население,не указавшие,,,55.145493257629525
2018,на 1000 родившихся,,,сельское население,не указавшие,,,54.17
2010,на 1000 родившихся,мальчики,,,,по брачному состоянию матери,,100.0
2011,на 1000 родившихся,мальчики,,,,по брачному состоянию матери,,100.0
2012,на 1000 родившихся,мальчики,,,,по брачному состоянию матери,,100.0
2013,на 1000 родившихся,мальчики,,,,по брачному состоянию матери,,100.0
2014,на 1000 родившихся,мальчики,,,,по брачному состоянию матери,,100.0
2015,на 1000 родившихся,мальчики,,,,по брачному состоянию матери,,100.0
2016,на 1000 родившихся,мальчики,,,,по брачному состоянию матери,,100.0
2017,на 1000 родившихся,мальчики,,,,по брачному состоянию матери,,100.0
2018,на 1000 родившихся,мальчики,,,,по брачному состоянию матери,,100.0
2010,на 1000 родившихся,мальчики,,,,состоял (а) в браке,,53.79547407619594
2011,на 1000 родившихся,мальчики,,,,состоял (а) в браке,,57.790988735919896
2012,на 1000 родившихся,мальчики,,,,состоял (а) в браке,,49.74619289340102
2013,на 1000 родившихся,мальчики,,,,состоял (а) в браке,,40.491283676703645
2014,на 1000 родившихся,мальчики,,,,состоял (а) в браке,,38.62815884476535
2015,на 1000 родившихся,мальчики,,,,состоял (а) в браке,,34.97904052165813
2016,на 1000 родившихся,мальчики,,,,состоял (а) в браке,,38.33248601931877
2017,на 1000 родившихся,мальчики,,,,состоял (а) в браке,,38.05759457933371
2018,на 1000 родившихся,мальчики,,,,состоял (а) в браке,,39.65
2010,на 1000 родившихся,мальчики,,,,не состоял (а) в браке,,32.655399598968785
2011,на 1000 родившихся,мальчики,,,,не состоял (а) в браке,,28.97371714643304
2012,на 1000 родившихся,мальчики,,,,не состоял (а) в браке,,23.41793570219966
2013,на 1000 родившихся,мальчики,,,,не состоял (а) в браке,,16.085578446909672
2014,на 1000 родившихся,мальчики,,,,не состоял (а) в браке,,14.07942238267148
2015,на 1000 родившихся,мальчики,,,,не состоял (а) в браке,,16.25523986958547
2016,на 1000 родившихся,мальчики,,,,не состоял (а) в браке,,14.285714285714285
2017,на 1000 родившихся,мальчики,,,,не состоял (а) в браке,,13.156408808582725
2018,на 1000 родившихся,мальчики,,,,не состоял (а) в браке,,14.65
2010,на 1000 родившихся,мальчики,,,,вдовец (вдова),,0.22916069894013175
2011,на 1000 родившихся,мальчики,,,,вдовец (вдова),,0.2816020025031289
2012,на 1000 родившихся,мальчики,,,,вдовец (вдова),,0.1692047377326565
2013,на 1000 родившихся,мальчики,,,,вдовец (вдова),,0.15847860538827258
2014,на 1000 родившихся,мальчики,,,,вдовец (вдова),,0.18050541516245489
2015,на 1000 родившихся,мальчики,,,,вдовец (вдова),,0.04657661853749418
2016,на 1000 родившихся,мальчики,,,,вдовец (вдова),,0.05083884087442806
2017,на 1000 родившихся,мальчики,,,,вдовец (вдова),,0.0
2018,на 1000 родившихся,мальчики,,,,вдовец (вдова),,0.18
2010,на 1000 родившихся,мальчики,,,,разведен(а),,0.6874820968203953
2011,на 1000 родившихся,мальчики,,,,разведен(а),,0.7822277847309137
2012,на 1000 родившихся,мальчики,,,,разведен(а),,0.4060913705583756
2013,на 1000 родившихся,мальчики,,,,разведен(а),,0.11885895404120445
2014,на 1000 родившихся,мальчики,,,,разведен(а),,0.4061371841155234
2015,на 1000 родившихся,мальчики,,,,разведен(а),,0.2794597112249651
2016,на 1000 родившихся,мальчики,,,,разведен(а),,0.20335536349771224
2017,на 1000 родившихся,мальчики,,,,разведен(а),,0.33879164313946925
2018,на 1000 родившихся,мальчики,,,,разведен(а),,0.27
2010,на 1000 родившихся,мальчики,,,,не указано,,12.632483529074767
2011,на 1000 родившихся,мальчики,,,,не указано,,12.171464330413015
2012,на 1000 родившихся,мальчики,,,,не указано,,26.26057529610829
2013,на 1000 родившихся,мальчики,,,,не указано,,43.145800316957214
2014,на 1000 родившихся,мальчики,,,,не указано,,46.70577617328521
2015,на 1000 родившихся,мальчики,,,,не указано,,48.43968327899395
2016,на 1000 родившихся,мальчики,,,,не указано,,47.12760549059482
2017,на 1000 родившихся,мальчики,,,,не указано,,48.4472049689441
2018,на 1000 родившихся,мальчики,,,,не указано,,45.24
2010,на 1000 родившихся,девочки,,,,,,100.0
2011,на 1000 родившихся,девочки,,,,,,100.0
2012,на 1000 родившихся,девочки,,,,,,100.0
2013,на 1000 родившихся,девочки,,,,,,100.0
2014,на 1000 родившихся,девочки,,,,,,100.0
2015,на 1000 родившихся,девочки,,,,,,100.0
2016,на 1000 родившихся,девочки,,,,,,100.0
2017,на 1000 родившихся,девочки,,,,,,100.0
2018,на 1000 родившихся,девочки,,,,,,100.0
2010,на 1000 родившихся,девочки,,,,состоял (а) в браке,,53.69153459605722
2011,на 1000 родившихся,девочки,,,,состоял (а) в браке,,56.04255319148936
2012,на 1000 родившихся,девочки,,,,состоял (а) в браке,,48.748293126991356
2013,на 1000 родившихся,девочки,,,,состоял (а) в браке,,39.445628997867814
2014,на 1000 родившихся,девочки,,,,состоял (а) в браке,,40.50857480780603
2015,на 1000 родившихся,девочки,,,,состоял (а) в браке,,35.47381546134664
2016,на 1000 родившихся,девочки,,,,состоял (а) в браке,,38.137321549966
2017,на 1000 родившихся,девочки,,,,состоял (а) в браке,,38.789237668161434
2018,на 1000 родившихся,девочки,,,,состоял (а) в браке,,40.33
2010,на 1000 родившихся,девочки,,,,не состоял (а) в браке,,31.851565519907226
2011,на 1000 родившихся,девочки,,,,не состоял (а) в браке,,29.574468085106385
2012,на 1000 родившихся,девочки,,,,не состоял (а) в браке,,22.803823395539368
2013,на 1000 родившихся,девочки,,,,не состоял (а) в браке,,16.098081023454153
2014,на 1000 родившихся,девочки,,,,не состоял (а) в браке,,14.606741573033707
2015,на 1000 родившихся,девочки,,,,не состоял (а) в браке,,16.39650872817955
2016,на 1000 родившихся,девочки,,,,не состоял (а) в браке,,14.479945615227734
2017,на 1000 родившихся,девочки,,,,не состоял (а) в браке,,13.901345291479824
2018,на 1000 родившихся,девочки,,,,не состоял (а) в браке,,13.17
2010,на 1000 родившихся,девочки,,,,вдовец (вдова),,0.27058368766911484
2011,на 1000 родившихся,девочки,,,,вдовец (вдова),,0.2553191489361702
2012,на 1000 родившихся,девочки,,,,вдовец (вдова),,0.045516613563950835
2013,на 1000 родившихся,девочки,,,,вдовец (вдова),,0.05330490405117271
2014,на 1000 родившихся,девочки,,,,вдовец (вдова),,0.11827321111768185
2015,на 1000 родившихся,девочки,,,,вдовец (вдова),,0.12468827930174566
2016,на 1000 родившихся,девочки,,,,вдовец (вдова),,0.06798096532970767
2017,на 1000 родившихся,девочки,,,,вдовец (вдова),,0.14947683109118087
2018,на 1000 родившихся,девочки,,,,вдовец (вдова),,0.69
2010,на 1000 родившихся,девочки,,,,разведен(а),,0.8504058755315036
2011,на 1000 родившихся,девочки,,,,разведен(а),,0.9787234042553192
2012,на 1000 родившихся,девочки,,,,разведен(а),,0.4096495220755576
2013,на 1000 родившихся,девочки,,,,разведен(а),,0.26652452025586354
2014,на 1000 родившихся,девочки,,,,разведен(а),,0.4139562389118865
2015,на 1000 родившихся,девочки,,,,разведен(а),,0.18703241895261846
2016,на 1000 родившихся,девочки,,,,разведен(а),,0.4078857919782461
2017,на 1000 родившихся,девочки,,,,разведен(а),,0.4484304932735426
2018,на 1000 родившихся,девочки,,,,разведен(а),,0.27
2010,на 1000 родившихся,девочки,,,,не указано,,13.335910320834945
2011,на 1000 родившихся,девочки,,,,не указано,,13.148936170212766
2012,на 1000 родившихся,девочки,,,,не указано,,27.992717341829767
2013,на 1000 родившихся,девочки,,,,не указано,,44.136460554371006
2014,на 1000 родившихся,девочки,,,,не указано,,44.35245416913069
2015,на 1000 родившихся,девочки,,,,не указано,,47.81795511221946
2016,на 1000 родившихся,девочки,,,,не указано,,46.90686607749829
2017,на 1000 родившихся,девочки,,,,не указано,,46.711509715994026
2018,на 1000 родившихся,девочки,,,,не указано,,45.54
2010,на 1000 родившихся,,,городское население,,,,100.0
2011,на 1000 родившихся,,,городское население,,,,100.0
2012,на 1000 родившихся,,,городское население,,,,100.0
2013,на 1000 родившихся,,,городское население,,,,100.0
2014,на 1000 родившихся,,,городское население,,,,100.0
2015,на 1000 родившихся,,,городское население,,,,100.0
2016,на 1000 родившихся,,,городское население,,,,100.0
2017,на 1000 родившихся,,,городское население,,,,100.0
2018,на 1000 родившихся,,,городское население,,,,100.0
2010,на 1000 родившихся,,,городское население,,состоял (а) в браке,,52.34399254889786
2011,на 1000 родившихся,,,городское население,,состоял (а) в браке,,57.363576594345815
2012,на 1000 родившихся,,,городское население,,состоял (а) в браке,,49.42693409742121
2013,на 1000 родившихся,,,городское население,,состоял (а) в браке,,40.97744360902256
2014,на 1000 родившихся,,,городское население,,состоял (а) в браке,,38.70387038703871
2015,на 1000 родившихся,,,городское население,,состоял (а) в браке,,37.66651355075793
2016,на 1000 родившихся,,,городское население,,состоял (а) в браке,,41.012396694214885
2017,на 1000 родившихся,,,городское население,,состоял (а) в браке,,39.82352941176471
2018,на 1000 родившихся,,,городское население,,состоял (а) в браке,,41.69
2010,на 1000 родившихся,,,городское население,,не состоял (а) в браке,,31.884507916796032
2011,на 1000 родившихся,,,городское население,,не состоял (а) в браке,,28.2051282051282
2012,на 1000 родившихся,,,городское население,,не состоял (а) в браке,,23.531518624641837
2013,на 1000 родившихся,,,городское население,,не состоял (а) в браке,,16.750208855472017
2014,на 1000 родившихся,,,городское население,,не состоял (а) в браке,,16.246624662466246
2015,на 1000 родившихся,,,городское население,,не состоял (а) в браке,,17.960496095544325
2016,на 1000 родившихся,,,городское население,,не состоял (а) в браке,,15.547520661157026
2017,на 1000 родившихся,,,городское население,,не состоял (а) в браке,,13.823529411764708
2018,на 1000 родившихся,,,городское население,,не состоял (а) в браке,,15.67
2010,на 1000 родившихся,,,городское население,,вдовец (вдова),,0.1552312946289972
2011,на 1000 родившихся,,,городское население,,вдовец (вдова),,0.23011176857330706
2012,на 1000 родившихся,,,городское население,,вдовец (вдова),,0.14326647564469913
2013,на 1000 родившихся,,,городское население,,вдовец (вдова),,0.04177109440267335
2014,на 1000 родившихся,,,городское население,,вдовец (вдова),,0.09000900090009001
2015,на 1000 родившихся,,,городское население,,вдовец (вдова),,0.09186954524575104
2016,на 1000 родившихся,,,городское население,,вдовец (вдова),,0.0
2017,на 1000 родившихся,,,городское население,,вдовец (вдова),,0.0588235294117647
2018,на 1000 родившихся,,,городское население,,вдовец (вдова),,0.26
2010,на 1000 родившихся,,,городское население,,разведен(а),,0.993480285625582
2011,на 1000 родившихся,,,городское население,,разведен(а),,0.8218277449046679
2012,на 1000 родившихся,,,городское население,,разведен(а),,0.5372492836676217
2013,на 1000 родившихся,,,городское население,,разведен(а),,0.2506265664160401
2014,на 1000 родившихся,,,городское население,,разведен(а),,0.54005400540054
2015,на 1000 родившихся,,,городское население,,разведен(а),,0.18373909049150208
2016,на 1000 родившихся,,,городское население,,разведен(а),,0.10330578512396696
2017,на 1000 родившихся,,,городское население,,разведен(а),,0.5294117647058824
2018,на 1000 родившихся,,,городское население,,разведен(а),,0.44
2010,на 1000 родившихся,,,городское население,,не указано,,14.622787954051535
2011,на 1000 родившихся,,,городское население,,не указано,,13.379355687047994
2012,на 1000 родившихся,,,городское население,,не указано,,26.36103151862464
2013,на 1000 родившихся,,,городское население,,не указано,,41.97994987468672
2014,на 1000 родившихся,,,городское население,,не указано,,44.419441944194425
2015,на 1000 родившихся,,,городское население,,не указано,,44.0973817179605
2016,на 1000 родившихся,,,городское население,,не указано,,43.336776859504134
2017,на 1000 родившихся,,,городское население,,не указано,,45.764705882352935
2018,на 1000 родившихся,,,городское население,,не указано,,41.95
2010,на 1000 родившихся,,,сельское население,,,,100.0
2011,на 1000 родившихся,,,сельское население,,,,100.0
2012,на 1000 родившихся,,,сельское население,,,,100.0
2013,на 1000 родившихся,,,сельское население,,,,100.0
2014,на 1000 родившихся,,,сельское население,,,,100.0
2015,на 1000 родившихся,,,сельское население,,,,100.0
2016,на 1000 родившихся,,,сельское население,,,,100.0
2017,на 1000 родившихся,,,сельское население,,,,100.0
2018,на 1000 родившихся,,,сельское население,,,,100.0
2010,на 1000 родившихся,,,сельское население,,состоял (а) в браке,,55.33776688834442
2011,на 1000 родившихся,,,сельское население,,состоял (а) в браке,,56.66932907348243
2012,на 1000 родившихся,,,сельское население,,состоял (а) в браке,,49.19491525423729
2013,на 1000 родившихся,,,сельское население,,состоял (а) в браке,,38.93320039880359
2014,на 1000 родившихся,,,сельское население,,состоял (а) в браке,,40.41543026706231
2015,на 1000 родившихся,,,сельское население,,состоял (а) в браке,,31.76620076238882
2016,на 1000 родившихся,,,сельское население,,состоял (а) в браке,,34.687083888149125
2017,на 1000 родившихся,,,сельское население,,состоял (а) в браке,,36.621717530163224
2018,на 1000 родившихся,,,сельское население,,состоял (а) в браке,,36.9
2010,на 1000 родившихся,,,сельское население,,не состоял (а) в браке,,32.7966398319916
2011,на 1000 родившихся,,,сельское население,,не состоял (а) в браке,,30.47124600638977
2012,на 1000 родившихся,,,сельское население,,не состоял (а) в браке,,22.71186440677966
2013,на 1000 родившихся,,,сельское население,,не состоял (а) в браке,,15.304087736789631
2014,на 1000 родившихся,,,сельское население,,не состоял (а) в браке,,11.750741839762615
2015,на 1000 родившихся,,,сельское население,,не состоял (а) в браке,,14.040660736975855
2016,на 1000 родившихся,,,сельское население,,не состоял (а) в браке,,12.849533954727027
2017,на 1000 родившихся,,,сельское население,,не состоял (а) в браке,,13.058907026259758
2018,на 1000 родившихся,,,сельское население,,не состоял (а) в браке,,11.31
2010,на 1000 родившихся,,,сельское население,,вдовец (вдова),,0.3500175008750437
2011,на 1000 родившихся,,,сельское население,,вдовец (вдова),,0.3194888178913738
2012,на 1000 родившихся,,,сельское население,,вдовец (вдова),,0.0847457627118644
2013,на 1000 родившихся,,,сельское население,,вдовец (вдова),,0.19940179461615154
2014,на 1000 родившихся,,,сельское население,,вдовец (вдова),,0.2373887240356083
2015,на 1000 родившихся,,,сельское население,,вдовец (вдова),,0.06353240152477764
2016,на 1000 родившихся,,,сельское население,,вдовец (вдова),,0.13315579227696406
2017,на 1000 родившихся,,,сельское население,,вдовец (вдова),,0.07097232079488999
2018,на 1000 родившихся,,,сельское население,,вдовец (вдова),,0.6
2010,на 1000 родившихся,,,сельское население,,разведен(а),,0.4900245012250612
2011,на 1000 родившихся,,,сельское население,,разведен(а),,0.9185303514376996
2012,на 1000 родившихся,,,сельское население,,разведен(а),,0.2542372881355932
2013,на 1000 родившихся,,,сельское население,,разведен(а),,0.09970089730807576
2014,на 1000 родившихся,,,сельское население,,разведен(а),,0.2373887240356083
2015,на 1000 родившихся,,,сельское население,,разведен(а),,0.3176620076238882
2016,на 1000 родившихся,,,сельское население,,разведен(а),,0.5326231691078562
2017,на 1000 родившихся,,,сельское население,,разведен(а),,0.21291696238467
2018,на 1000 родившихся,,,сельское население,,разведен(а),,0.0
2010,на 1000 родившихся,,,сельское население,,не указано,,11.025551277563878
2011,на 1000 родившихся,,,сельское население,,не указано,,11.621405750798724
2012,на 1000 родившихся,,,сельское население,,не указано,,27.75423728813559
2013,на 1000 родившихся,,,сельское население,,не указано,,45.46360917248255
2014,на 1000 родившихся,,,сельское население,,не указано,,47.359050445103854
2015,на 1000 родившихся,,,сельское население,,не указано,,53.81194409148665
2016,на 1000 родившихся,,,сельское население,,не указано,,51.79760319573902
2017,на 1000 родившихся,,,сельское население,,не указано,,50.035486160397454
2018,на 1000 родившихся,,,сельское население,,не указано,,51.19
2010,на 1000 родившихся,мальчики,,,,по гражданству матери,,100.0
2011,на 1000 родившихся,мальчики,,,,по гражданству матери,,100.0
2012,на 1000 родившихся,мальчики,,,,по гражданству матери,,100.0
2013,на 1000 родившихся,мальчики,,,,по гражданству матери,,100.0
2014,на 1000 родившихся,мальчики,,,,по гражданству матери,,100.0
2015,на 1000 родившихся,мальчики,,,,по гражданству матери,,100.0
2016,на 1000 родившихся,мальчики,,,,по гражданству матери,,100.0
2017,на 1000 родившихся,мальчики,,,,по гражданству матери,,100.0
2018,на 1000 родившихся,мальчики,,,,по гражданству матери,,100.0
2010,на 1000 родившихся,мальчики,,,,по гражданству матери,Казахстан,99.71354912632485
2011,на 1000 родившихся,мальчики,,,,по гражданству матери,Казахстан,99.96871088861076
2012,на 1000 родившихся,мальчики,,,,по гражданству матери,Казахстан,99.83079526226734
2013,на 1000 родившихся,мальчики,,,,по гражданству матери,Казахстан,99.80190174326464
2014,на 1000 родившихся,мальчики,,,,по гражданству матери,Казахстан,99.77436823104695
2015,на 1000 родившихся,мальчики,,,,по гражданству матери,Казахстан,99.72054028877504
2016,на 1000 родившихся,мальчики,,,,по гражданству матери,Казахстан,99.74580579562786
2017,на 1000 родившихся,мальчики,,,,по гражданству матери,Казахстан,99.88706945228684
2018,на 1000 родившихся,мальчики,,,,по гражданству матери,Казахстан,99.81684981684981
2010,на 1000 родившихся,мальчики,,,,по гражданству матери,не Казахстан,0.2864508736751647
2011,на 1000 родившихся,мальчики,,,,по гражданству матери,не Казахстан,0.03128911138923655
2012,на 1000 родившихся,мальчики,,,,по гражданству матери,не Казахстан,0.1692047377326565
2013,на 1000 родившихся,мальчики,,,,по гражданству матери,не Казахстан,0.19809825673534076
2014,на 1000 родившихся,мальчики,,,,по гражданству матери,не Казахстан,0.22563176895306855
2015,на 1000 родившихся,мальчики,,,,по гражданству матери,не Казахстан,0.2794597112249651
2016,на 1000 родившихся,мальчики,,,,по гражданству матери,не Казахстан,0.2541942043721403
2017,на 1000 родившихся,мальчики,,,,по гражданству матери,не Казахстан,0.1129305477131564
2018,на 1000 родившихся,мальчики,,,,по гражданству матери,не Казахстан,0.18315018315018314
2010,на 1000 родившихся,девочки,,,,,,100.0
2011,на 1000 родившихся,девочки,,,,,,100.0
2012,на 1000 родившихся,девочки,,,,,,100.0
2013,на 1000 родившихся,девочки,,,,,,100.0
2014,на 1000 родившихся,девочки,,,,,,100.0
2015,на 1000 родившихся,девочки,,,,,,100.0
2016,на 1000 родившихся,девочки,,,,,,100.0
2017,на 1000 родившихся,девочки,,,,,,100.0
2018,на 1000 родившихся,девочки,,,,,,100.0
2010,на 1000 родившихся,девочки,,,,,Казахстан,99.88403556242753
2011,на 1000 родившихся,девочки,,,,,Казахстан,100.0
2012,на 1000 родившихся,девочки,,,,,Казахстан,99.68138370505234
2013,на 1000 родившихся,девочки,,,,,Казахстан,99.52025586353943
2014,на 1000 родившихся,девочки,,,,,Казахстан,99.64518036664695
2015,на 1000 родившихся,девочки,,,,,Казахстан,99.8129675810474
2016,на 1000 родившихся,девочки,,,,,Казахстан,99.59211420802177
2017,на 1000 родившихся,девочки,,,,,Казахстан,99.77578475336323
2018,на 1000 родившихся,девочки,,,,,Казахстан,99.86282578875172
2010,на 1000 родившихся,девочки,,,,,не Казахстан,0.11596443757248664
2011,на 1000 родившихся,девочки,,,,,не Казахстан,0.0
2012,на 1000 родившихся,девочки,,,,,не Казахстан,0.31861629494765964
2013,на 1000 родившихся,девочки,,,,,не Казахстан,0.4797441364605533
2014,на 1000 родившихся,девочки,,,,,не Казахстан,0.3548196333530456
2015,на 1000 родившихся,девочки,,,,,не Казахстан,0.1870324189526116
2016,на 1000 родившихся,девочки,,,,,не Казахстан,0.4078857919782449
2017,на 1000 родившихся,девочки,,,,,не Казахстан,0.22421524663677414
2018,на 1000 родившихся,девочки,,,,,не Казахстан,0.1371742112482853
2010,на 1000 родившихся,,,городское население,,,,100.0
2011,на 1000 родившихся,,,городское население,,,,100.0
2012,на 1000 родившихся,,,городское население,,,,100.0
2013,на 1000 родившихся,,,городское население,,,,100.0
2014,на 1000 родившихся,,,городское население,,,,100.0
2015,на 1000 родившихся,,,городское население,,,,100.0
2016,на 1000 родившихся,,,городское население,,,,100.0
2017,на 1000 родившихся,,,городское население,,,,100.0
2018,на 1000 родившихся,,,городское население,,,,100.0
2010,на 1000 родившихся,,,городское население,,,Казахстан,99.7516299285936
2011,на 1000 родившихся,,,городское население,,,Казахстан,99.96712689020382
2012,на 1000 родившихся,,,городское население,,,Казахстан,99.74928366762178
2013,на 1000 родившихся,,,городское население,,,Казахстан,99.70760233918129
2014,на 1000 родившихся,,,городское население,,,Казахстан,99.77497749774977
2015,на 1000 родившихся,,,городское население,,,Казахстан,99.72439136426273
2016,на 1000 родившихся,,,городское население,,,Казахстан,99.69008264462809
2017,на 1000 родившихся,,,городское население,,,Казахстан,99.88235294117645
